GCF_029714325.1	NZ_CP121666.1_6984	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp029714325
GCF_029714945.1	NZ_CP121634.1_6435	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp024199945
GCF_029855125.1	NZ_CP123229.1_1956	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp029855125
GCF_029910655.1	NZ_CP123897.1_1974	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae_A
GCF_029910655.1	NZ_CP123897.1_353	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas koyamae_A
GCF_029945895.1	NZ_JAQSDL010000029.1_46	Root; pmoA_amoA_pxmA; Nevskiales_Macondimonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp029945895
GCF_029961025.1	NZ_JASBVP010000002.1_298	Root; Homologous_pmoA; Actinobacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp029961025
GCF_029989365.1	NZ_JAPRAQ010000047.1_10	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp029989365
GCF_030294985.1	NZ_AP024718.1_2306	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__Methylohalobius;s__Methylohalobius sp030294985
GCF_030294985.1	NZ_AP024718.1_551	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__Methylohalobius;s__Methylohalobius sp030294985
GCF_030295745.1	NZ_AP027291.1_4216	Root; Homologous_pmoA; Actinobacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp030295745
GCF_030345715.1	NZ_JAUASX010000012.1_140	Root; pmoA_amoA_pxmA; Nevskiales_Macondimonas; Nevskiales	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas_A;s__Solimonas_A sp030345715
GCF_030490285.1	NZ_CP129884.1_322	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__Methylomonas sp030490285
GCF_030646925.1	NZ_JAUSKL010000071.1_10	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__Binatus sp030646925
GCF_030651835.1	NZ_JAUSBX010000095.1_10	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylicorpusculum;s__Methylicorpusculum sp030651835
GCF_030651835.1	NZ_JAUSBX010000127.1_4	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylicorpusculum;s__Methylicorpusculum sp030651835
GCF_030680395.1	NZ_JAUXVR010000007.1_413	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__Methylobacter_A sp030680395
GCF_030717995.1	NZ_JAUZWD010000002.1_3376	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__Methylomarinum sp030717995
GCF_030908545.1	NZ_CP133083.1_1258	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp019745325
GCF_030908545.1	NZ_CP133083.1_2544	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp019745325
GCF_030908545.1	NZ_CP133083.1_737	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp019745325
GCF_900100985.1	NZ_FMUF01000044.1_2	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900100985
GCF_900128525.1	NZ_FQTQ01000051.1_16	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp900128525
GCF_900155475.1	NZ_FXAM01000001.1_2524	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum;s__Methylomagnum ishizawai_A
GCF_900155475.1	NZ_FXAM01000001.1_4087	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum;s__Methylomagnum ishizawai_A
GCF_900155475.1	NZ_FXAM01000002.1_117	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum;s__Methylomagnum ishizawai_A
GCF_900163745.1	NZ_FUKJ01000014.1_3	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Crenothrix;s__Crenothrix polyspora_B
GCF_900163745.1	NZ_FUKJ01000458.1_14	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Crenothrix;s__Crenothrix polyspora_B
GCF_900163755.1	NZ_FUKI01000053.1_4	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Crenothrix;s__Crenothrix polyspora
GCF_900163755.1	NZ_FUKI01000135.1_27	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Crenothrix;s__Crenothrix polyspora
GCF_902143375.2	NZ_CABFVA020000109.1_2	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium tartarophylax
GCF_902143385.2	NZ_CABFUZ020000250.1_1	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium cyclopophantes
GCF_902143385.2	NZ_CABFUZ020000258.1_4	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium cyclopophantes
GCF_902806695.1	NZ_CADCXN010000080.1_28	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_B;s__Methylobacter_B favarea
GCF_902826915.1	NZ_CADEGP010000060.1_14	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp902826915
GCF_903064525.1	NZ_LR797830.1_770	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium sp903064525
GCF_903064525.1	NZ_LR797830.1_773	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium sp903064525
GCF_905250085.1	NZ_CAJNOB010000056.1_51	Root; pmoA_amoA_pxmA; Verrucomicrobia_pmoA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidithermus;s__Methylacidithermus pantelleriae
GCF_937988725.1	NZ_CALKHS010000005.1_2	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Castellaniella;s__Castellaniella sp937988725
GCF_945836005.1	NZ_OX241534.1_1282	Root; pmoA_amoA_pxmA; Nitrosococcus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__Nitrosacidococcus;s__Nitrosacidococcus sp945836005
GCF_947648125.1	NZ_CANSMR010000001.1_268	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp947648125
MFD00008.bin.1.24	contig_26906_102	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD00008.bin.2.143	contig_52192_109	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD00082.bin.3.91	contig_27092_66	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__
MFD00082.bin.3.91	contig_5692_5	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__
MFD00392.bin.2.299	contig_2904_106	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__
MFD00392.bin.2.299	contig_47854_2	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__
MFD00392.bin.2.399	contig_3958_304	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900113575
MFD00392.bin.2.399	contig_3958_99	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900113575
MFD00709.bin.2.184	contig_15128_4	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__Methylobacter_C sp002256465
MFD00709.bin.2.38	contig_26211_66	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
MFD00731.bin.2.22	contig_24158_259	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD00731.bin.2.22	contig_38166_218	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD00731.bin.3.376	contig_724_47	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD00822.bin.2.1	contig_46469_144	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD00822.bin.2.112	contig_41063_129	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD00905.bin.2.107	contig_42409_62	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_A;s__
MFD00905.bin.2.170	contig_14798_159	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__;s__
MFD00964.bin.1.195	contig_38581_131	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD00964.bin.2.136	contig_10285_241	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD00964.bin.2.136	contig_34103_55	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD00964.bin.2.23	contig_28460_284	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp002890675
MFD00964.bin.2.23	contig_29671_181	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp002890675
MFD00964.bin.2.23	contig_49947_138	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp002890675
MFD00964.bin.2.57	contig_38584_30	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD00991.bin.1.145	contig_71630_34	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD00991.bin.1.7	contig_27164_2889	Root; pmoA_amoA_pxmA; Putative_pmoA_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
MFD00991.bin.1.95	contig_34875_154	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD00991.bin.2.3	contig_68145_7	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
MFD01188.bin.2.25	contig_77694_14	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__
MFD01188.bin.2.38	contig_19951_48	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD01188.bin.2.47	contig_3128_23	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01188.bin.2.47	contig_3362_38	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01223.bin.2.75	contig_1902_35	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01223.bin.2.75	contig_21741_24	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01223.bin.2.75	contig_5297_358	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01248.bin.2.11	contig_21791_64	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD01248.bin.2.20	contig_116_524	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
MFD01248.bin.2.65	contig_4531_269	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp002890675
MFD01248.bin.2.65	contig_58_2256	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp002890675
MFD01248.bin.2.65	contig_58_2657	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp002890675
MFD01248.bin.2.65	contig_58_4871	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp002890675
MFD01248.bin.2.65	contig_9549_75	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp002890675
MFD01299.bin.2.141	contig_11126_58	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD01299.bin.2.141	contig_3683_58	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD01299.bin.2.191	contig_14427_28	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01476.bin.2.12	contig_18619_28	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01476.bin.2.12	contig_43940_109	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01476.bin.2.131	contig_16029_67	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01476.bin.2.131	contig_99334_23	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01476.bin.3.18	contig_26573_150	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD01561.bin.2.56	contig_5993_81	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_A	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_D;s__
MFD01561.bin.3.232	contig_5901_81	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
MFD01633.bin.2.178	contig_37492_146	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
MFD01689.bin.2.75	contig_25274_83	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01689.bin.2.75	contig_26716_187	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01689.bin.2.75	contig_29499_297	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01689.bin.2.79	contig_42875_28	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01716.bin.2.93	contig_39718_917	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD01716.bin.3.40	contig_12723_73	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD01716.bin.3.99	contig_10983_6	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01716.bin.3.99	contig_15985_86	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01716.bin.3.99	contig_5302_233	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01828.bin.2.52	contig_21003_74	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01828.bin.2.52	contig_24521_76	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD01872.bin.2.261	contig_88304_59	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD01916.bin.1.6	contig_11030_21	Root; pmoA_amoA_pxmA	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
MFD01916.bin.2.129	contig_12753_45	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
