bin	fieldsample_barcode	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	CDS_all	CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	bac_16S	bac_23S	bac_5S	arc_16S	arc_23S	arc_5S	bac_trna	arc_trna	MAG_status	MAG_status2	drep_cluster	rep_status	ENA_ID	GTDB_taxonomy	GTDB_REF	GTDB_ANI	GTDB_AF	GTDB_MSA	GTDB_RED	SILVA_taxonomy	SILVA_identity	SILVA_length
MFD09603.bin.1.77	MFD09603	95.51	2.04	40	98.4	1.09	0.82	283602	264.9224	3902850	59.73	16	689519	150499	383805.2	0	31.96311	0.1175691	3795	1235	55	21	1	1	1	1	1	1	1	2	1	22	22	HQ	HQ	10195_0	TRUE	GCA_963808645	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	88.18	0.418	91.68	0.9876	DQ823224.1.1465 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99.2	1465
MFD09730.bin.2.86	MFD09730	91.45	5.64	86.96	85.99	5.62	0.835	94314	250.1844	3603846	63.59	52	425252	30192	139622.9	0	45.59398	0.3372149	3878	871	47	21	1	1	1	1	1	1	1	2	1	21	21	MQ	MQ	10736_1	TRUE	GCA_963792595	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp015709515	N/A	N/A	N/A	81.33	N/A	HE956757.29898.31371 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. SC2	99.5	1475
MFD10007.bin.1.241	MFD10007	92.89	1.57	87.5	92.65	2.35	0.843	204948	266.2743	3357108	63.34	35	342423	40746	192459.3	0	40.13179	0.2414055	3459	839	45	17	1	1	1	1	1	1	1	2	1	18	18	HQ	HQ	10734_1	TRUE	GCA_963706255	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	84.23	0.97882	HE956757.29898.31371 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. SC2	99.1	1474
MFD10007.bin.2.10	MFD10007	67.52	5.98	37.5	81.96	2.77	0.841	102910	255.9796	2091249	60.96	25	306257	41442	142176.2	0	14.16477	0.08520563	2205	801	40	20	1	1	1	1	1	1	1	1	1	21	19	MQ	MQ	9978_0	TRUE	GCA_963696005	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Methylomirabilales;f__Methylomirabilaceae;g__Methylomirabilis;s__	GCA_016200385.1	93.55	0.458	73.94	0.95966	JX120382.1.1522 Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Candidatus Methylomirabilis;uncultured bacterium	94	1522
MFD10007.bin.2.168	MFD10007	97.69	4.31	65.38	99.15	6.5	0.86	326250	274.2032	5628031	56.99	43	945168	57126	440016.9	0	30.69883	0.1846632	5625	2259	55	22	1	1	1	1	1	1	1	2	1	23	22	MQ	MQ	10333_0	TRUE	GCA_963706665	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	90.19	0.93	AB806485.1.1402 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodomicrobiaceae;Rhodomicrobium;uncultured bacterium	99.1	1402
MFD10007.bin.2.203	MFD10007	78.01	2.87	61.54	70.9	2.37	0.818	129255	225.9998	3309919	62.74	47	384978	32795	164227.7	0	17.89793	0.1076618	3754	1235	36	15	1	1	1	1	1	1	1	2	1	16	16	MQ	MQ	10735_1	TRUE	GCA_963712555	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	GCF_021731785.1	94.94	0.748	59.23	0.99616	LC121997.1.1448 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;uncultured bacterium	99.4	1448
MFD10007.bin.3.424	MFD10007	54.25	0.34	50	54.15	2.85	0.81	86764	211.3043	2049878	63.64	41	194918	20060	90496.3	0	15.06113	0.09059752	2480	905	31	16	1	1	1	1	1	1	1	2	1	17	17	MQ	MQ	10736_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__	N/A	N/A	N/A	41.57	0.99652	AJ431385.1.1404 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylosinus;Methylosinus trichosporium	97.1	1409
MFD10071.bin.3.40	MFD10071	86.53	9.35	91.11	98.56	7.97	0.827	125551	262.8984	4109218	59.95	60	397764	33932	143106.2	0	79.14483	0.9430423	4078	1284	51	18	1	1	1	1	1	1	1	2	1	19	18	MQ	MQ	10194_1	FALSE	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	90.33	0.465	90.33	0.98707	DQ823224.1.1465 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Incertae Sedis;uncultured bacterium	99.2	1465
MFD10071.bin.4.152	MFD10071	56.9	2.59	100	69.53	9.67	0.794	60518	216.39	6118599	59.61	165	190738	16616	71005.1	0	19.22935	0.2291254	7060	3304	71	19	0	0	0	0	0	0	0	0	0	19	18	MQ	MQ	10194_2	TRUE	GCA_963720175	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__	GCA_030948025.1	89.39	0.382	49.79	0.98696	NA	NA	NA
MFD10097.bin.2.10	MFD10097	59.2	1.05	100	54.1	0.52	0.869	19403	267.1787	1939685	69.1	116	46657	9511	22198.2	0	59.63493	0.7091639	1989	451	21	14	1	0	1	1	0	1	1	0	1	14	14	MQ	MQ	9516_0	TRUE	GCA_963708655	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__	GCF_012184415.1	90.85	0.753	48.7	0.99274	HE956757.29898.31371 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. SC2	98.8	653
MFD10097.bin.2.25	MFD10097	64.61	6.64	12.5	70.96	4.5	0.858	9127	264.7919	4035335	63.88	504	37331	4324	11351.9	0	94.17116	1.11986	4143	1318	49	20	2	2	1	2	2	1	2	2	1	21	18	MQ	MQ	10733_0	TRUE	GCA_963703515	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__	GCA_003105285.1	84.88	0.195	60.68	0.97619	AJ431385.1.1404 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylosinus;Methylosinus trichosporium	99.6	563
MFD10097.bin.2.3	MFD10097	97.49	5.64	92.86	100	3.93	0.855	186207	278.1428	4705425	62.16	38	437414	63609	202384.6	0	662.6769	7.880391	4767	677	50	21	1	1	2	1	2	2	1	4	2	22	22	HQ	HQ	10736_2	TRUE	GCA_963717305	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae	GCF_013350005.1	96.24	0.802	92.71	N/A	AJ458471.1.1406 Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocystis;Methylocystis sp. IMET 10486	99.9	1406
MFD00008.bin.1.24	MFD00008	96.64	2.52	33.33	96.61	2.56	0.862	970662	301.3419295	4547877	62.78	9	1320495	205015	831284.1	0	51.770058	0.36761263	4271	1698	54	22	1	2	1	1	2	1	1	2	1	23	21	HQ	HQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.64	0.28	91.72	0.95079	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.1	1529
MFD00731.bin.3.376	MFD00731	77.31	2.52	66.67	82.76	2.85	0.842	288979	281.3272771	4177700	63.69	20	633059	122842	320307	0	22.99548	0.10242567	4063	1840	50	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3302_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	85.41	0.338	67.69	0.95102	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.4	1529
MFD00822.bin.2.1	MFD00822	87.27	1.68	0	74.89	6.31	0.835	2986088	262.3093712	4686300	63	4	2986088	588828	2115552.4	0	22.430283	0.13025093	4757	2418	51	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.73	0.274	69.29	0.94519	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	98.5	1529
MFD00964.bin.1.195	MFD00964	95.68	4.3	71.43	93.15	4.15	0.837	241206	293.0251077	5591405	62.17	35	871203	101748	370449.8	0	42.077065	0.21435313	5343	2445	52	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3302_3	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	84.59	0.304	90.53	0.9529	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.7	1529
MFD00964.bin.2.57	MFD00964	92.56	7.73	61.54	84.57	4.57	0.81	114105	262.8778852	7518268	61.41	116	1078805	27271	253192.3	0	26.91104	0.13709289	7831	4372	52	21	1	0	0	1	0	0	1	0	0	21	19	MQ	MQ	3302_2	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	84.77	0.311	82.46	0.94896	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.4	1530
MFD00991.bin.1.145	MFD00991	95.8	2.52	33.33	91.82	4.32	0.852	276459	290.8979816	4658947	63.55	26	692459	105884	305946.6	0	40.81941	0.41187337	4467	1896	49	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3302_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	85.65	0.381	91.7	0.95244	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.5	1529
MFD00991.bin.1.7	MFD00991	97.48	4.2	0	100	1.3	0.874	3163276	292.7073472	4872831	61.56	2	3163276	1709555	2653261.2	0	37.94474	0.3828676	4703	1796	51	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3323_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_003161515.1	84.37	0.27	94.62	0.96889	FN870226.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	99.3	1529
MFD00991.bin.1.95	MFD00991	97.48	4.2	66.67	96.71	4.87	0.85	618665	294.3836852	5058849	62.3	26	799582	117504	497644.9	0	29.425474	0.29690707	4808	2034	51	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.44	0.276	94.4	0.94948	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.1	1529
MFD00991.bin.2.3	MFD00991	85.73	2.1	0	75.73	4.42	0.84	266685	235.4137818	5090061	60.25	32	721232	99504	319961.8	0	15.486465	0.15626055	5679	3412	47	21	0	0	0	0	0	0	0	0	0	21	19	MQ	MQ	3332_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_003161515.1	85.48	0.344	71.58	0.97599	NA	NA	NA
MFD01248.bin.2.11	MFD01248	95.8	5.88	87.5	91.83	6.55	0.852	215250	297.4635556	4703428	63.3	33	756704	87591	330707.4	0	83.084946	1.1888983	4407	1827	49	21	1	1	1	1	1	1	1	1	1	22	20	MQ	MQ	3302_3	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	84.73	0.318	88.2	0.95384	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.7	1529
MFD01248.bin.2.20	MFD01248	86.13	2.52	100	83.68	3.8	0.869	464158	277.974359	4808503	60.36	17	576190	129070	406428.6	0	35.92276	0.5140343	4844	2280	48	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3330_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_003161515.1	85.9	0.34	80.16	0.97412	FJ625304.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	99.5	1529
MFD01633.bin.2.131	MFD01633	70.87	2.52	25	62.24	3.18	0.797	75004	216.6680366	4335134	61.33	74	327843	27874	104979.9	0	6.815406	0.107431844	4961	3174	42	21	0	0	1	0	0	1	0	0	1	21	19	MQ	MQ	3298_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	81.9	0.191	54.7	0.95229	NA	NA	NA
MFD01633.bin.2.178	MFD01633	83.51	9.97	22.22	75.69	6.2	0.847	150601	242.1128445	4917136	59.93	62	353983	39566	165194.8	0	9.811599	0.15466109	5502	3246	45	22	0	0	0	0	0	0	0	0	0	22	20	MQ	MQ	3332_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_003161515.1	85.68	0.342	72.85	0.97654	NA	NA	NA
MFD01716.bin.2.93	MFD01716	81.09	1.68	0	80.12	2.09	0.854	1186549	282.4992445	4579279	62.29	7	1757358	345682	1236025.7	0	19.428143	0.12535173	4446	2067	48	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3299_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.51	0.259	76.96	0.94468	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99	1529
MFD02199.bin.2.196	MFD02199	84.52	1.29	0	86.2	7.04	0.838	795445	262.6090264	5537283	65.74	20	1172031	143449	706185.9	0	14.087648	0.12442099	5641	3028	51	22	1	1	1	1	1	1	1	1	1	23	22	MQ	MQ	4074_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__JACPRU01;f__JACPRU01;g__JACPRU01;s__	N/A	N/A	N/A	74.36	0.87718	LN680441.1.1377 Bacteria;SAR324 clade(Marine group B);Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Nitrosoarchaeum;uncultured delta proteobacterium	96.6	1377
MFD02248.bin.1.159	MFD02248	88.66	1.21	0	91.57	1.11	0.858	979174	277.9188907	6496727	59.73	24	1313484	125015	722209.6	0	14.752754	0.09754415	6420	3119	47	21	0	0	0	0	0	0	0	0	0	21	20	MQ	MQ	3311_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__	N/A	N/A	N/A	84.13	0.87426	NA	NA	NA
MFD02671.bin.2.103	MFD02671	92.95	2.52	33.33	88.82	3.38	0.842	625599	276.621	4708350	62.79	14	1338936	218518	758289.7	0	31.50254	0.3542674	4615	2236	49	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.89	0.288	85.24	0.94827	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.1	1529
MFD02809.bin.2.79	MFD02809	68.92	3.59	20	66.01	3.49	0.822	80878	228.173	3712442	66.56	65	176546	29414	93202.1	0	16.29661	0.08300143	4041	2586	39	20	1	1	1	1	1	1	1	1	1	21	21	MQ	MQ	4074_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__JACPRU01;f__JACPRU01;g__JACPRU01;s__	N/A	N/A	N/A	54.9	0.89527	LN680441.1.1377 Bacteria;SAR324 clade(Marine group B);Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Nitrosoarchaeum;uncultured delta proteobacterium	96.7	1377
MFD03044.bin.1.11	MFD03044	91.21	5.04	16.67	90.35	4.21	0.854	286706	289.0319	4573811	63.43	36	668868	66873	334068.4	0	24.98521	0.2089168	4422	1903	49	22	0	0	1	0	0	1	0	0	1	22	20	MQ	MQ	3302_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	85.63	0.372	82.14	0.95432	NA	NA	NA
MFD03323.bin.1.51	MFD03323	94.54	1.68	0	92.72	0.29	0.858	243049	297.2828	4557829	63.23	24	520675	102280	265813.3	0	38.79142	0.4914605	4297	1726	45	20	1	1	1	1	1	1	1	1	1	20	20	HQ	HQ	3302_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	85.43	0.346	92.33	0.95108	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.5	1529
MFD03323.bin.3.319	MFD03323	91.5	5.46	0	96.82	2.77	0.869	358286	286.2154	4940174	61.55	37	571508	63003	323448.9	0	17.09643	0.2165999	4896	2038	52	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3323_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_003161515.1	84.39	0.267	78.47	0.96909	FN870226.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	99.3	1529
MFD03399.bin.1.126	MFD03399	93.28	4.2	50	94.24	4.03	0.854	319556	291.1195	4558673	63.63	23	581706	127127	337716.1	0	49.76805	0.4546309	4388	1863	46	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3302_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	86.03	0.368	89	0.95357	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.5	1529
MFD03399.bin.2.87	MFD03399	70.27	1.89	33.33	65.17	0.38	0.825	509340	225.7376	5211304	59.98	15	953379	257453	557328.6	0	16.07409	0.1468367	5889	3803	43	22	1	1	1	1	1	1	1	1	1	23	22	MQ	MQ	3311_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__	N/A	N/A	N/A	56.78	0.87666	KY992763.1.1526 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.1	1526
MFD03975.bin.2.15	MFD03975	69.46	1.29	60	76.62	0.89	0.867	160242	264.8864	4233800	66.43	34	321834	74521	173153.8	0	15.82845	0.07859117	4414	2310	32	20	1	1	1	1	1	1	1	1	1	21	20	MQ	MQ	4077_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__JACPRU01;f__JACPRU01;g__JACPRU01;s__	N/A	N/A	N/A	74.12	0.86932	LN680441.1.1377 Bacteria;SAR324 clade(Marine group B);Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Nitrosoarchaeum;uncultured delta proteobacterium	97.2	1377
MFD04463.bin.2.83	MFD04463	90.57	1.73	0	82.84	3.16	0.818	398901	259.1223	5174013	59.83	24	892457	72766	538781.4	0	15.44575	0.0806284	5197	2703	49	22	1	1	1	1	1	1	1	1	1	23	22	MQ	MQ	3354_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JADMIL01;s__	N/A	N/A	N/A	78.29	0.96123	KY992762.1.1525 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	98.9	1527
MFD04752.bin.2.28	MFD04752	80.92	3.45	12.5	79.29	4.63	0.848	21303	235.8832	5277652	59.86	342	73052	7445	24989.3	0	7.502426	0.1041353	5918	3495	42	21	1	0	0	1	0	0	1	0	0	21	20	MQ	MQ	3311_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__	N/A	N/A	N/A	64.87	0.87436	FJ466189.1.1439 Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;Incertae Sedis;uncultured bacterium	97.4	579
MFD05377.bin.1.123	MFD05377	95.58	1.68	0	92.38	1.81	0.866	698334	271.7692	4847195	60.22	14	1170095	209762	652283.8	0	18.512	0.1025631	4900	2362	46	22	1	1	0	1	1	0	1	1	0	23	21	MQ	MQ	3332_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_003161515.1	85.9	0.385	87.27	0.97707	DQ451494.1.1522 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	99.5	1522
MFD05377.bin.1.193	MFD05377	94.96	2.52	0	96.95	3.93	0.855	930036	297.0288	5092532	62.15	10	2370443	303529	1385031	0	20.8006	0.1152427	4742	1962	52	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.29	0.275	90.53	0.95009	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.1	1529
MFD05377.bin.1.9	MFD05377	93.6	2.52	0	91.93	0.5	0.854	1128246	267.2972	4882648	61.61	9	2060391	222487	1272397	0	15.62016	0.08654124	4952	2277	52	22	1	1	0	1	1	0	1	1	0	23	21	MQ	MQ	3323_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_003161515.1	84.62	0.277	87.23	0.96929	FN870226.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	99.3	1529
MFD05377.bin.2.81	MFD05377	94.12	5.04	55.56	90.4	4.81	0.833	717843	280.1983	5538908	62.84	17	1454829	136790	795011.7	0	22.22367	0.123127	5273	2410	52	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3302_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	85.84	0.38	85.22	0.95261	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	97.6	1529
MFD05377.bin.2.9	MFD05377	69.05	3.36	25	67.73	2.36	0.834	348009	259.4788	4364762	62.81	21	697440	96627	358616.7	0	14.72457	0.08157935	4414	2380	39	19	0	0	0	0	0	0	0	0	0	19	17	MQ	MQ	3301_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	84.73	0.289	59.03	0.95591	NA	NA	NA
MFD05454.bin.2.206	MFD05454	64.71	0.84	100	76.13	4.55	0.837	163907	237.8719	5292536	53.76	41	462647	71348	177969.4	0	22.77236	0.1115621	6171	3123	37	19	2	2	1	2	2	1	2	2	1	20	19	MQ	MQ	3464_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Bin18;f__Bin18;g__VGTJ01;s__	N/A	N/A	N/A	66.73	0.94383	JQ675481.1.1314 Bacteria;Myxococcota;bacteriap25;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	97.3	1315
MFD05512.bin.1.245	MFD05512	92.44	1.68	0	93.83	3.48	0.861	278620	294.8455	4537821	63.58	34	926644	87454	379839.7	0	60.39813	0.3587752	4336	1802	52	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3302_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	85.65	0.375	91.7	0.95122	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.5	1529
MFD05513.bin.2.207	MFD05513	77.89	3.36	60	69.12	5.42	0.819	272635	241.0832	3743570	63.86	20	571655	96622	295836.6	0	19.07467	0.1090809	4022	2320	41	21	1	1	1	1	1	1	1	1	1	22	21	MQ	MQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.69	0.271	72.15	0.95076	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.2	1529
