bin	completeness_checkm1	contamination_checkm1	strain_heterogeneity_checkm1	completeness_checkm2	contamination_checkm2	contigs	longest_contig	genome_size	gc	contig_n50	contig_n90	aun	n_per_100kb	cov	r_abund	bakta_cds_all	bakta_cds_hyp	bakta_cds_dens	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	barrnap_16s	barrnap_23s	barrnap_5s	custom_trna_uniq	bin_status	cbin_status	gunc_css	gunc_rrs	gunc_pass	var_n	var_perc	gtdb_tax	gtdb_ref	gtdb_ani	gtdb_af	gtdb_msa	gtdb_red	gtdb_warning	rrna_tax	rrna_tophit	rrna_alnlen	wf_name	wf_read_mode	wf_binning_mode	wf_v	wf_date	accession
MFD04830-1.bin.2.906	68.98	2.31	33.33	85.26	3.84	8	178665	715372	56.96	129242	50194	125219.2	0	5.405888	0.047624137	774	524	89.2	39	18	1	1	1	1	1	1	18	MQ	N	0.03	0.39	True	145	0.02	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__;f__;g__;s__	N/A	N/A	N/A	64.87	0.47311	N/A	G000210555 d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A_187866;s__Coprococcus_A_187866-catus_A	85.3	1549	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877445.1
MFD04830-1.bin.2.96	55.56	0.85	0	61.73	0.09	28	401176	3388183	58.26	178955	55002	206638.5	0	6.327572	0.055743877	2986	1158	84	31	18	0	0	0	0	0	0	18	MQ	N	0.03	0.43	True	23242	0.686	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Korobacteraceae;g__Bog-257;s__	N/A	N/A	N/A	59.53	0.95942	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877925.1
MFD04830-1.bin.2.99	57.07	0	0	63.89	0.29	32	432624	2567851	67.33	130492	36525	167778.1	0	6.3581514	0.056013275	2812	1361	88.4	26	16	1	1	1	1	1	1	14	MQ	N	0.05	0.48	True	19046	0.742	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__JBDUDK01;s__	GCA_040002995.1	87.05	0.491	46.98	0.96929	N/A	G002748455 d__Bacteria;p__Actinomycetota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__Ilumatobacter_A-coccineus_A	94.1	1218	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887835.1
MFD04830-1.bin.3.1036	74.36	2.56	33.33	74.2	0.42	4	2142036	4555558	58.4	1547343	830932	1684596.9	0	10.014542	0.088224895	3713	1040	85	41	20	1	1	1	1	1	1	19	MQ	N	0	0.56	True	26133	0.574	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidiferrales;f__UBA7541;g__Acidiferrum;s__	N/A	N/A	N/A	74.32	0.98127	N/A	GB-GCA-003223195.1-QHYD01000153.1 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__	95.9	1526	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873605.1
MFD04830-1.bin.3.12882	50	0	0	60.12	5.32	49	182223	3066138	59.48	74337	34090	86367.7	0	4.382601	0.038609307	2888	1195	83.4	28	16	0	1	1	0	1	1	15	MQ	N	0.08	0.42	True	8270	0.27	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Korobacteraceae;g__Bog-257;s__	N/A	N/A	N/A	45.41	0.94024	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877135.1
MFD04830-1.bin.3.13248	91.95	6.68	0	85.03	4.72	13	754265	3217285	70.28	609676	78417	544157	0	11.07416	0.097559795	3219	969	93.8	33	18	1	1	1	1	1	1	18	MQ	N	0.05	0.48	True	39079	1.215	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__WHSW01;s__	GCA_036561205.1	86.03	0.254	79.63	0.96388	N/A	G005879655 d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__CF-154;s__CF-154-sp005879655	95	1537	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876585.1
MFD04830-1.bin.3.1555	67.01	4.07	36.36	76.25	2.43	48	677528	7336524	66.97	281892	65016	283133.3	0	6.9753785	0.061450843	6741	3290	91.9	50	20	0	0	0	0	0	0	19	MQ	N	0.06	0.25	True	53946	0.735	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__	N/A	N/A	N/A	60.82	0.9177	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875325.1
MFD04830-1.bin.3.16498	70.89	5.13	14.29	66.48	5.25	46	330859	4036716	59.69	124188	48182	140659.2	0	6.921802	0.060978852	4084	1778	85.7	31	15	0	0	0	0	0	0	13	MQ	N	0.05	0.23	True	32031	0.793	d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__SXND01;s__	N/A	N/A	N/A	71.58	0.90509	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873425.1
MFD04830-1.bin.3.16969	56.2	1.71	50	50.27	0.84	5	896464	2770362	56.49	762960	309424	672249.4	0	7.301261	0.064321764	2407	556	84.5	23	15	1	1	1	1	1	1	15	MQ	N	0.01	0.43	True	18998	0.686	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__JAIQFF01;s__	N/A	N/A	N/A	50.91	0.96231	N/A	MJ034-1-barcode31-umi12262bins-ubs-28 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__;s__	100	1485	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877765.1
MFD04830-1.bin.3.17794	64.3	2.18	80	70.81	1.7	28	408947	3399562	65.51	221122	62805	209663.8	0	9.504267	0.083729535	3381	842	88.2	29	15	2	2	1	2	3	1	16	MQ	N	0.04	0.49	True	49044	1.443	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia_A;s__	GCA_013822765.1	91.11	0.642	70.79	0.9882	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	G003574735 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia_A;s__Dongia_A-deserti	98	1484	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874255.1
MFD04830-1.bin.3.17932	86.52	6.76	38.89	87.61	8.09	22	1239787	6542277	70.3	1065048	166874	796265.7	0	7.3488846	0.06474131	5950	1214	87.4	46	21	1	2	2	1	2	2	18	MQ	N	0.24	0.65	True	51401	0.786	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Actinopolymorphaceae;g__Thermasporomyces;s__	N/A	N/A	N/A	69	0.89933	Genome has more than 11.7% of markers with multiple hits	G900104745 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Actinopolymorphaceae;g__Actinopolymorpha;s__Actinopolymorpha-singaporensis	97.3	1506	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873775.1
MFD04830-1.bin.3.18096	57.53	0	0	51.61	0.81	41	248547	3108259	70.54	134720	32140	130036.6	0	7.376106	0.064981125	3117	1419	90.5	28	19	1	1	1	1	1	1	19	MQ	N	0.09	0.26	True	42530	1.368	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JALYLC01;g__;s__	N/A	N/A	N/A	41.28	0.75063	N/A	G009694475 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__F1-60-MAGs149;g__F1-60-MAGs149;s__F1-60-MAGs149-sp009694475	92.5	1536	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873165.1
MFD04830-1.bin.3.19496	61.27	0.93	0	57.83	0.8	18	354765	1954403	70.88	199071	71793	191219.2	0	6.326179	0.05573161	1850	591	90.2	22	13	0	0	0	0	0	0	12	MQ	N	0.09	0.47	True	12642	0.647	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Chersky-267;s__	GCA_034666965.1	84.63	0.219	46.21	0.96613	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873195.1
MFD04830-1.bin.3.19582	51.18	0.87	0	50.34	3.4	57	221747	2839588	59.34	60138	26787	80929.4	0	4.6169186	0.040673573	2635	890	90.9	19	13	0	0	0	0	0	0	13	MQ	N	0.03	0.46	True	6703	0.236	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__	N/A	N/A	N/A	42.95	0.96255	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874605.1
MFD04830-1.bin.3.19756	80.77	4.27	0	90.49	1.3	32	576150	5739606	53.53	260939	112136	261160.9	0	7.673338	0.06759965	4953	2037	87.8	38	18	1	1	1	1	1	1	18	HQ	N	0.02	0.38	True	6440	0.112	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__DASUNP01;s__	N/A	N/A	N/A	62.45	0.92577	N/A	MJ034-1-barcode34-umi27509bins-ubs-4 d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__QHVH01;s__QHVH01-sp003222245	98.4	1526	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876005.1
MFD04830-1.bin.3.21343	54.11	4.32	30.43	56.07	5.3	36	322344	3851972	64.33	124907	57442	147623.1	0	7.9908905	0.07039718	3840	895	88.9	25	15	1	1	1	1	2	1	16	MQ	N	0.02	0.67	True	58935	1.53	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	N/A	N/A	N/A	49.8	0.95618	N/A	MJ034-1-barcode30-umi5087bins-ubs-91 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Xanthobacteraceae;g__Z2-YC6860;s__	98.1	1457	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873975.1
MFD04830-1.bin.3.22847	78.48	3.88	50	77.04	3.74	9	1432905	2121925	42.93	1432905	70947	1033237.6	0	10.495267	0.09245993	2285	2082	73.4	20	13	1	1	1	1	1	1	19	MQ	N	0.05	0.56	True	15805	0.745	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera sp025922735	GCA_025922735.1	98.31	0.755	68.38	N/A	N/A	G000303155 d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera-gargensis	97.9	1462	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876095.1
MFD04830-1.bin.3.22896	70.97	1.42	50	63.91	1.54	22	394808	2501523	64.88	263617	47314	230149.3	0	7.218305	0.06359095	2421	448	90.8	23	15	0	0	0	0	0	0	14	MQ	N	0.04	0.54	True	22709	0.908	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__PALSA-1003;s__	GCA_035996965.1	92.83	0.551	61.54	0.99029	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874465.1
MFD04830-1.bin.3.22973	65.66	1.72	0	70.22	2.02	5	1052776	2690890	71.32	927136	643719	886158.9	0	9.210865	0.08114477	2764	682	93.4	37	18	2	1	1	2	2	1	18	MQ	N	0.03	0.46	True	26568	0.987	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JAAYBF01;s__	N/A	N/A	N/A	64.58	0.87332	N/A	RS-GCF-000719605.1-NZ-JOHB01000070.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales_400645;f__Streptomycetaceae_400641;g__Streptomyces_400150;s__	99.9	1525	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874675.1
MFD04830-1.bin.3.23104	82.88	7.49	3.33	88.03	1.21	13	1367334	8248091	61.21	1051843	538750	948929	0	9.911493	0.08731708	7352	2348	91.8	74	22	1	1	1	1	1	1	21	MQ	N	0.05	0.43	True	79643	0.966	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__	N/A	N/A	N/A	83.94	0.98357	N/A	MJ034-1-barcode31-umi29317bins-ubs-6 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	99.9	1507	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887245.1
MFD04830-1.bin.3.23638	66.2	0.93	0	67.31	0.02	12	734122	2131114	69.32	241753	86482	373333	0	7.73115	0.06810895	2110	627	91.7	39	20	1	1	1	1	1	1	18	MQ	N	0.01	0.56	True	19523	0.916	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__SPCO01;s__	N/A	N/A	N/A	69.36	0.97525	N/A	GB-GCA-013822395.1-PNKK01000046.1 d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__GWC2-73-18;s__	96.5	1499	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877535.1
MFD04830-1.bin.3.23785	73.23	5.49	80	70.69	3.07	18	432852	2926250	65.06	334741	80191	271457.4	0	7.395199	0.06514933	2824	854	91.2	36	20	1	1	1	1	1	1	19	MQ	N	0.05	0.43	True	34527	1.18	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	63.72	0.95291	N/A	GB-GCA-016717475.1-JADKFK010000005.1 d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	93.8	1521	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877745.1
MFD04830-1.bin.3.24004	66.22	6.9	100	79.83	4.71	26	986203	5269368	58.6	486712	85326	481882.4	0	8.998561	0.07927444	4766	1599	92.5	38	19	0	0	0	0	0	0	18	MQ	N	0.01	0.5	True	67638	1.284	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Bog-105;s__	N/A	N/A	N/A	58.68	0.97631	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877215.1
MFD04830-1.bin.3.24889	61.93	4.31	33.33	54.95	8.52	39	174408	1955330	68.86	58837	21793	77624.9	0	4.8169765	0.04243602	1989	576	90.9	28	16	1	1	1	1	1	1	17	MQ	N	0.19	0.5	True	7566	0.387	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	N/A	N/A	N/A	53.71	0.94242	N/A	G005885405 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__VAYN01-sp005885405	97.5	1533	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874545.1
MFD04830-1.bin.3.25162	62.51	5.51	60	66.35	3.81	23	374220	2742758	59.59	234112	48012	200576.5	0	7.8729067	0.06935778	2771	800	84.9	39	20	1	1	1	1	1	1	19	MQ	N	0.04	0.64	True	14116	0.515	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__USCg-Taylor;s__	GCA_002007425.1	91.96	0.41	62.75	0.98516	N/A	G008501635 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__QQUJ01;f__QQUJ01;g__QQUJ01;s__QQUJ01-sp008501635	94.2	1526	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876815.1
MFD04830-1.bin.3.2567	75.86	3.45	100	78.88	3.19	2	2938156	4981263	65.4	2938156	2043107	2571044.1	0	10.641494	0.093748145	4800	442	91.7	41	17	2	2	2	2	2	2	18	MQ	N	0	0.81	True	41832	0.84	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp032230775	GCA_032230775.1	96.56	0.587	67.41	N/A	N/A	RS-GCF-015710575.1-NZ-CP065373.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycolicibacterium-mengxianglii	98.9	1521	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873945.1
MFD04830-1.bin.3.25796	60.34	3.45	50	61.34	2.71	22	393327	1799763	69.35	107350	37526	175884.2	0	9.43039	0.08307871	1821	394	92.2	31	18	1	1	1	1	1	1	17	MQ	N	0.06	0.51	True	20096	1.117	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	GCA_035996525.1	89.01	0.432	51.75	0.97662	N/A	G005885405 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__VAYN01-sp005885405	97.8	1533	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874285.1
MFD04830-1.bin.3.26105	63.79	0	0	69.36	0.58	11	774270	2557192	71.05	384979	81036	430393	0	8.262394	0.072789036	2631	701	92.9	28	14	1	1	1	1	1	1	14	MQ	N	0.05	0.49	True	26377	1.031	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACVRW01;s__	N/A	N/A	N/A	52.36	0.94513	N/A	G000425945 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__Solirubrobacter-sp000425945	93.4	1535	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874785.1
MFD04830-1.bin.3.4575	94.05	7.33	23.53	92.04	5.04	5	2461236	3558720	70.98	2461236	306785	1820738.1	0	12.309312	0.10844109	3553	892	95.1	46	20	1	1	1	1	1	1	20	MQ	N	0.01	0.52	True	26587	0.747	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACVRW01;s__	N/A	N/A	N/A	82.35	0.96571	N/A	G005883215 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-64;s__AC-64-sp005883215	93.3	1116	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874555.1
MFD04830-1.bin.3.474	94.35	0.87	0	77.23	5.22	7	1167909	4359858	56.54	1047996	363989	806025.9	0	8.182208	0.072082624	4514	591	88	54	21	3	3	3	3	6	3	21	MQ	N	0.02	0.73	True	46615	1.069	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Phyllobacterium;s__Phyllobacterium trifolii	GCF_014192095.1	97.56	0.88	93.41	N/A	N/A	GB-GCA-900467015.1-UBOC01000079.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Rhizobiaceae;g__Phyllobacterium_498581;s__	100	1480	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873895.1
MFD04830-1.bin.3.498	62.4	2.9	12.5	65.75	3.93	19	489691	2486125	61	198614	54922	224669.5	0	8.971335	0.07903459	2479	671	89.4	27	16	0	1	2	0	1	2	16	MQ	N	0.04	0.58	True	39433	1.586	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__	GCA_035693565.1	83.67	0.199	69.02	0.99084	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887865.1
MFD04830-1.bin.3.501	97.1	3.23	20	95.18	7.01	9	3654011	9910053	71.46	1777910	1093302	2251222.1	0	14.464335	0.12742615	8252	3855	92	77	22	1	1	1	1	1	1	22	MQ	N	0.02	0.29	True	71612	0.723	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__DATFRY01;s__	GCA_035262925.1	84.32	0.153	86.02	0.94306	N/A	G003694735 d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Bin5;s__	93.8	1057	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977872855.1
MFD04830-1.bin.3.694	62.36	1.29	0	67.26	0.77	18	369702	2255974	68.35	188916	67726	184058.4	0	9.162519	0.08071886	2436	685	92.9	50	21	1	1	1	1	1	1	19	MQ	N	0.03	0.39	True	33238	1.473	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__	N/A	N/A	N/A	57.41	0.96769	N/A	G001644475 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__	96.1	873	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887685.1
MFD04830-1.bin.3.729	69.32	5.97	27.27	71.2	9.59	4	2954945	6469990	65.71	1845471	794982	2091868.9	0	10.961069	0.0965635	6247	1085	87.9	46	20	1	1	1	1	2	1	20	MQ	N	0.01	0.69	True	48824	0.755	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	GCA_035485695.1	91.32	0.377	66.92	0.96927	N/A	RS-GCF-019039055.1-NZ-JAHOPB010000001.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella-aquatilis	98.3	1486	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873005.1
MFD04830-1.bin.3.744	51.78	0	0	53.06	0.01	2	857418	1051742	35.88	857418	194324	734902.1	0	28.711756	0.25294134	1078	981	81.5	11	8	1	1	1	1	1	1	16	MQ	N	0	0.47	True	3572	0.34	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp014381105	GCA_014381105.1	96.76	0.506	46.4	N/A	N/A	G005877075 d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21-sp005877075	98.8	1463	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875825.1
MFD04830-1.bin.3.7844	60.2	3.45	16.67	64.42	4.23	17	833681	2707953	68.52	344784	63868	400697.2	0	7.2933	0.06425163	2680	1093	90.3	36	18	0	0	0	0	0	0	16	MQ	N	0.03	0.42	True	33415	1.234	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__JBBDJG01;g__JBBQKG01;s__	N/A	N/A	N/A	62.57	0.914	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977872645.1
MFD04830-1.bin.3.87	65.99	0	0	77.76	1.26	24	369903	2268108	60.3	93821	45779	182792.3	0	5.434409	0.047875404	2363	724	91	23	12	0	0	0	0	0	0	12	MQ	N	0.12	0.36	True	6322	0.279	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__	GCA_035944195.1	86.49	0.384	66.94	0.97672	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875145.1
MFD04830-1.bin.3.8872	57.53	0.85	0	72.74	0.99	17	782632	2948347	52.27	419073	70336	385688.8	0	7.68558	0.067707494	2809	1162	86.8	34	17	0	0	0	0	0	0	16	MQ	N	0.03	0.53	True	29787	1.01	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	N/A	N/A	N/A	51.17	0.96586	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875245.1
MFD04830-1.bin.3.898	56.82	1.72	0	57.62	0.13	4	1318277	3178982	69.7	977490	837890	1068724.2	0	8.4322815	0.07428569	3170	910	90.3	30	16	1	1	1	1	1	1	16	MQ	N	0.02	0.48	True	46200	1.453	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	GCA_018268605.1	88.34	0.305	53.1	0.98863	N/A	G005885405 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__VAYN01-sp005885405	98.4	1533	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876535.1
MFD04830-1.bin.3.937	54.73	3.38	14.29	65.87	1.13	15	212343	1479449	56.44	126011	47391	131596.5	0	5.9536414	0.052449673	1527	455	90.9	18	12	0	0	0	0	0	0	12	MQ	N	0.07	0.54	True	9021	0.61	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Palsa-1382;s__	N/A	N/A	N/A	49.27	0.94685	N/A	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876155.1
MFD04830-1.bin.3.951	83.41	5.69	90.91	82.39	3.97	3	1407917	3548523	65.19	1387340	753266	1260905.5	0	9.163753	0.080729716	3335	608	91.2	36	18	2	2	2	2	3	0	18	MQ	N	0	0.58	True	30945	0.872	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__PALSA-1003;s__	GCA_039933695.1	91.11	0.544	67.47	0.98612	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	MJ034-1-barcode26-umi29091bins-ubs-3 d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__VBCG01-sp005881895	96.3	1504	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873185.1
MFD04830-1.bin.3.962	62.75	5.05	82.35	68.97	8.18	8	1437430	5261942	70.77	1255848	350939	1104364.7	0	12.367703	0.108955495	5070	1510	86.8	26	15	0	0	0	0	0	0	15	MQ	N	0.01	0.5	True	40462	0.769	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__	GCA_036758545.1	94.55	0.52	59.07	0.98654	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	NA	NA	NA	MFD04830-1	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876545.1
